Departamento;     Documento;     Nombres;     Apellidos;     Observaciones;     Tipo_Producto;     Nombre_Producto;    ISBN/ISSN;     Tipo_Obra;     Publicado_en;     País;     Año;     Idioma;     Volumen;     Página;     Nombre_del_Capítulo;     Carácter;     Idioma_Destino;     Entidad;     Número/Código_Registro;     Observaciones_Extra
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;13th International Work-Conference on Artificial Neural Networks, IWANN 2015,;-;-;13th International Work-Conference on Artificial Neural Networks, IWANN 2015;Palma de Mallorca   - Palma de Mallorca, Spain;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Using ANN in Financial Markets Micro-Structure Analysis;-;-;13th International Work-Conference on Artificial Neural Networks, IWANN 2015;Palma de Mallorca   - Palma de Mallorca, Spain;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Use of the cognitive radio in Smart Grids, In the Colombian normative context;-;-;Proceedings of the 2015 IEEE International Conference on Industrial Technology (ICIT);Sevilla   - Hotel Meliá Sevilla, C/ Dr. Pedro de Castro 1, 41004 Sevilla, Spain;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Proposal for Interoperability Standards Applications in the Health Sector;-;-;Third International Conference, IWBBIO 2015;Granada (España)   - Science Faculty of the University of Granada;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Proposal for Interoperability Standards Applications in the Health Sector;-;-;Third International Conference, IWBBIO 2015;Granada (España)   - Science Faculty of the University of Granada;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;LAN Traffic Forecasting Using a Multi Layer Perceptron Model;-;-;14th International Conference, NEW2AN 2014 and 7th Conference, ruSMART 2014;SINCELEJO   - Sokos Olympia Garden hotel;2014;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;LAN Traffic Forecasting Using a Multi Layer Perceptron Model;-;-;14th International Conference, NEW2AN 2014 and 7th Conference, ruSMART 2014;SINCELEJO   - Sokos Olympia Garden hotel;2014;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Wi-Fi Channels Saturation Using Standard Wi-Fi Gateway;-;-;First International Conference, MSPN 2015;PARIS;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Wi-Fi Channels Saturation Using Standard Wi-Fi Gateway;-;-;First International Conference, MSPN 2015;PARIS;2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Evaluation of Reliability and Security of the Address Resolution Protocol;-;-;Second International Conference, FDSE 2015;Ho Chi Minh   - Ho Chi Minh City University of Technology (HCMUT);2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Evaluation of Reliability and Security of the Address Resolution Protocol;-;-;Second International Conference, FDSE 2015;Ho Chi Minh   - Ho Chi Minh City University of Technology (HCMUT);2015;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;QoS over IPV4 and IPV6;-;-;9th International Conference on Advances in Mobile Computing and Multimedia (MoMM2011);Ho Chi Minh   - international university ho chi minh city, Vietnam;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Ponencia Internacional ¿Hackers en la sociedad de la información¿ (3 autores) presentadas en el VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;-;-;VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;BOGOTÁ, D.C.   - Facultad Tecnológica de la Universidad Distrital Francisco José de Caldas;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Ponencia Internacional ¿De las redes tradicionales a las redes evolutivas¿ (3 autores) presentadas en el VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;-;-;VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;BOGOTÁ, D.C.   - Facultad Tecnológica de la Universidad Distrital Francisco José de Caldas;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;PONENCIAS Internacionales ¿Especificaciones de calidad de servicio QoS para interfaces¿ (3 autores) presentadas en el VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;-;-;VII Congreso Internacional de Electrónica, Control y Telecomunicaciones, en Bogotá, año 2011;BOGOTÁ, D.C.   - Facultad Tecnológica de la Universidad Distrital Francisco José de Caldas;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Session Initiation Protocol Improvement Using Inter-Asterisk eXchange;-;-;The 13 International conference on Information Integration and Web-based Applications & Services (iiWAS2011);Ho Chi Minh;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Mechanisms to Ensure QoS over ASON;-;-;International Joint Conference on Service Sciences 2011;taipei;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Session Initiation Protocol Security Issues over End to End Environments;-;-;International Conference on Computer Applications and Network Security (ICCANS 2011);Malé;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Spam Control Mechanisms over VoIP;-;-;International Conference on Computer Applications and Network Security (ICCANS 2011);Malé;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Security Problems in WLAN Networks;-;-;International Conference on Computer Applications and Network Security (ICCANS 2011);Malé;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;fMRI Paradigm to Predict Human Brain Activity;-;-;CET World Congress on Engineering and Technology 2011;Shanghai;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Using SIP to Develop New Multimedia Networks;-;-;CET World Congress on Engineering and Technology 2011;Shanghai;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Strategies for a Solution Convergence Networks;-;-;The 7th International Conference on Wireless Communications,Networking and Mobile Computing (WiCOM 2011);Wuhan   - East International Hotel;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Dijkstra's Algorithm Model Over MPLS /GMPLS;-;-;The 7th International Conference on Wireless Communications,Networking and Mobile Computing (WiCOM 2011);Wuhan   - East International Hotel;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Quality of Service over IPV6 and IPV4;-;-;The 7th International Conference on Wireless Communications,Networking and Mobile Computing (WiCOM 2011);Wuhan   - East International Hotel;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Autoregressive nonlinear with exogenous input, measurement-based modeling of the round trip time using Nonlinear System Identification;-;-;New Trends in Information Science and Service Science (NISS), 2010 4th International Conference;Gyeongju;2010;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Anti-Spit Mechanism Based on Identity SIP;-;-;New Trends in Information and Service Science, 2009. NISS '09. International Conference;Beijing;2009;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;An Approach to Quality of Service Evaluation Using Computational Intelligence;-;-;New Trends in Information and Service Science, 2009. NISS '09. International Conference;Beijing;2009;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Building a software to process and validate oceanographic data under RUP methodology;-;-;Digital Ecosystems and Technologies (DEST), 2010 4th IEEE International Conference;Dubai;2010;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Performance Evaluation in IP/MPLS Networks;-;-;Wireless Communications, Networking and Mobile Computing, 2008. WiCOM '08. 4th International Conference;Dalian;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Round Trip Time TCP / IP Model;-;-;2012 IEEE/ACIS 11th International Conference on Computer and Information Science (ICIS);Shanghai   - Pine City Hotel;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;A Based BlueTooth Tourist Service Prototype;-;-;2012 IEEE/ACIS 11th International Conference on Computer and Information Science (ICIS);Shanghai   - Pine City Hotel;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;L1VPN Services over Inter-Domain Environments;-;-;Workshop on Engineering Applications (WEA) 2012;BOGOTÁ, D.C.   - Compensar Convention Center Bogota, Colombia;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;MPLS/VPN/BGP Networks Evaluation Techniques;-;-;Workshop on Engineering Applications (WEA) 2012;BOGOTÁ, D.C.   - Compensar Convention Center Bogota, Colombia;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Dijkstra Algorithm Based Reliability Model;-;-;The 16th IEEE/ACM International Symposium on Distributed Simulation and Real Time Applications;Irlanda   - Dublin, Ireland.;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Platform of electronic marketing for development of ICTs applications;-;-;i-Society 2011 - International Conference on Information Society;London;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Redes neuronales artificiales, una aplicacion a la tasa de cambio nominal;-;-;IV Simposio Internacional de Sistemas de Información e Ingeniería del Software en la Sociedad del Conocimiento - SISOFT;CARTAGENA DE INDIAS   - Centro de Convenciones;2006;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Una aplicacion a la sociedad del conocimiento: Metro Ethernet;-;-;IV Simposio Internacional de Sistemas de Información e Ingeniería del Software en la Sociedad del Conocimiento - SISOFT;CARTAGENA DE INDIAS   - Centro de Convenciones;2006;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Redes Opticas: Una Aplicacion para la Sociedad del Conocimiento;-;-;IV Simposio Internacional de Sistemas de Información e Ingeniería del Software en la Sociedad del Conocimiento - SISOFT;CARTAGENA DE INDIAS   - Centro de Convenciones;2006;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Modelo de contenidos virtuales de aprendizaje;-;-;IV seminario Internacional de Educacion a Distancia;Cordoba;2006;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Políticas de QoS para Interfaces Troncales de los Equipos Metro y Core Mpls de una red basada en Ason;-;-;8a. Conferencia Iberoamericana en Sistemas, Cibernética e Informática;Orlando   - Orlando, Florida ~ EE.UU.;2009;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;Comparative Analysis of Time Series Techniques ARIMA and ANFIS to Forecast Wimax Traffic;-;-;The 7th International Conference on Advances in mobile Computing and Multimedia (MoMM2009);Kuala Lumpur   - Dataran Kewangan Darul Takaful, No 4, Jalan Sultan Sulaiman 50000, Kuala Lumpur, MALAYSIA;2009;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Capítulos en Memorias de Congresos;A Proposal Based On Time Series to Predict Traffic Values Inside a Wi- Fi Data Network;-;-;The 7th International Conference on Advances in mobile Computing and Multimedia (MoMM2009);Kuala Lumpur   - Dataran Kewangan Darul Takaful, No 4, Jalan Sultan Sulaiman 50000, Kuala Lumpur, MALAYSIA;2009;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Ponencia en Eventos Especializados;Evaluación de QoS en el encadenamiento Inter-Dominio;-;-;Congreso IEEE - COLCOM;BOGOTÁ, D.C.   - Compensar Conventions Center, Bogotá D.C., Colombia;2007;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Using ANN in Financial Markets Micro-Structure Analysis;0302-9743;-;Lecture Notes In Computer Science;-;2015;Sin Información;9095;515 a 523;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Eficiencia algorítmica en aplicaciones de grafos orientadas a redes GMPLS;0121-1129;-;Revista Facultad De Ingeniería;-;2014;Sin Información;23;91 a 104;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Ordenes de flujo , tasas de interes y tasa de cambio nominal , un ejemplo de redes neuronales para colombia;1794-7561;-;Revista De Economía & Administración;-;2006;Sin Información;3;77 a 106;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Diseno de un modelo de trafico a traves de series de tiempo para pronosticar trafico wimax;0121-750X;-;Ingeniería;-;2007;Sin Información;12;4 a 13;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Inteligencia Computacional aplicada a la calidad de servicio;0121-750X;-;Ingeniería;-;2007;Sin Información;12;4 a 14;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Analisis comparativo de las tecnicas de series de tiempo ARIMA y ANFIS;0121-750X;-;Ingeniería;-;2007;Sin Información;12;73 a 79;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Modelo de semaforizacion inteligente para la ciudad de bogota;0121-750X;-;Ingeniería;-;2006;Sin Información;11;61 a 69;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Proposal for Interoperability Standards Applications in the Health Sector;0302-9743;-;Lecture Notes In Computer Science;-;2015;Sin Información;9044;153 a 164;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;LAN Traffic Forecasting Using a Multi Layer Perceptron Model;0302-9743;-;Lecture Notes In Computer Science;-;2014;Sin Información;8638;399 a 407;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de la Calidad del Servicio para Voz sobre Protocolo de Internet (VoIP) en Redes WIMAX sobre Ambientes IP/MPLS;0718-0764;-;Información Tecnológica;-;2014;Sin Información;25;24 a 38;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de Protocolos de Señalización en Multiprotocolo Generalizado de Conmutación de Etiquetas (GMPLS) Capaces de Conmutar Paquetes y Longitudes de Onda;0718-0764;-;Información Tecnológica;-;2014;Sin Información;25;55 a 66;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;Desempeño de un modelo de tráfico multivariable que permita estimar el valor medio del Throughput;0120-6230;-;Revista Facultad De Ingenieria;-;2013;Sin Información;67;52 a 62;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123123123;Octavio José;Salcedo Parra;-;Artículo de revista;DFT study of the pressure influence on the electronic and magnetic properties of GaxMn1-xN compound;0035-001X;-;Revista Mexicana De Fisica;-;2013;Sin Información;59;488 a 492;-;-;-;-;-;-
